TIME,RPM,CLT
836.3,4836,69
836.34,4799,69
836.38,5059,69
836.42,5131,69
836.46,5102,69
836.5,4955,69
836.54,4820,69
836.58,4684,69
836.62,4623,69
836.66,4559,69
836.7,4479,69
836.74,4357,69
836.78,4257,69
836.82,4174,69
836.86,4040,69
836.9,3929,69
836.94,3823,69
836.98,3607,69
837.02,3450,69
837.06,3270,69
837.1,3120,69
837.14,3150,69
837.18,3207,69
837.22,3052,69
837.26,2888,69
837.3,2823,69
837.34,3076,69
837.38,2964,69
837.42,2802,69
837.46,2704,69
837.5,2934,70
837.54,3074,70
837.58,3117,69
837.62,3052,69
837.66,3028,69
837.7,2976,69
837.74,2968,69
837.78,2898,69
837.82,2855,69
837.86,2832,69
837.9,2892,69
837.94,2918,69
837.98,2950,69
838.02,3074,69
838.06,3276,69
838.1,3216,69
838.14,2904,70
838.18,2886,69
838.22,2871,69
838.26,2968,69
838.3,3041,69
838.34,2992,69
838.38,2967,69
838.42,3079,69
838.46,3311,69
838.5,3477,69
838.54,3588,69
838.58,3658,69
838.62,3573,69
838.66,3737,69
838.7,3763,69
838.74,4143,70
838.78,4222,69
838.82,4184,69
838.86,4225,69
838.9,3944,69
838.94,3850,69
838.98,3870,69
839.02,3882,69
839.06,3905,69
839.1,4111,70
839.14,4180,69
839.18,4182,69
839.22,4343,69
839.26,4414,70
839.3,4609,69
839.34,4602,70
839.38,4745,69
839.42,4820,69
839.46,4991,69
839.5,5144,70
839.54,5256,69
839.58,5301,70
839.62,5441,69
839.66,5601,69
839.7,5724,70
839.74,5833,70
839.78,5960,69
839.82,5906,69
839.86,6231,69
839.9,6380,70
839.94,6407,70
839.98,6402,70
840.02,6493,69
840.06,6678,69
840.1,6784,70
840.14,6906,70
840.18,6942,69
840.22,7055,70
840.26,7270,70
840.3,7309,69
840.34,7434,69
840.38,7507,69
840.42,7676,69
840.46,7747,69
840.5,7882,70
840.54,7921,70
840.58,7798,69
840.62,7199,69
840.66,7009,70
840.7,7038,69
840.74,6651,70
840.78,6284,69
840.82,6380,69
840.86,6643,70
840.9,6693,70
840.93,6587,69
840.97,6621,70
841.01,6838,69
841.05,6934,70
841.09,6877,69
841.13,6947,70
841.17,7022,70
841.21,7100,70
841.25,7136,70
841.29,6818,69
841.33,6432,69
841.37,6450,69
841.41,6958,69
841.45,7015,69
841.49,6844,69
841.53,6688,69
841.57,6714,70
841.61,6864,69
841.65,6832,70
841.69,6734,69
841.73,6690,70
841.77,6675,69
841.81,6746,70
841.85,6818,69
841.89,6857,70
841.93,6635,69
841.97,6523,70
842.01,6605,70
842.05,6702,69
842.09,6691,70
842.13,6602,69
842.17,6584,70
842.21,6660,70
842.25,6659,69
842.29,6606,70
842.33,6616,70
842.37,6662,70
842.41,6663,70
842.45,6594,69
842.49,6594,70
842.53,6654,70
842.57,6650,70
842.61,6618,70
842.65,6597,69
842.69,6626,69
842.73,6615,70
842.77,6632,69
842.81,6644,70
842.85,6619,69
842.89,6612,70
842.93,6599,70
842.97,6648,69
843.01,6668,70
843.05,6621,69
843.09,6597,69
843.13,6629,70
843.17,6666,69
843.21,6650,70
843.25,6622,69
843.29,6638,69
843.33,6643,70
843.37,6687,69
843.41,6672,70
843.45,6643,69
843.49,6683,70
843.53,6721,70
843.57,6699,70
843.61,6697,69
843.65,6699,69
843.69,6712,70
843.73,6735,69
843.77,6753,70
843.81,6726,69
843.85,6734,69
843.89,6779,69
843.93,6784,70
843.97,6730,69
844.01,6747,69
844.05,6819,70
844.09,6796,70
844.13,6767,69
844.17,6798,69
844.21,6830,69
844.25,6825,70
844.29,6805,69
844.33,6818,69
844.37,6855,69
844.41,6855,70
844.45,6860,69
844.49,6850,70
844.53,6860,69
844.57,6918,69
844.61,6946,69
844.65,6909,69
844.69,6888,70
844.73,6907,69
844.77,6989,70
844.81,6994,69
844.85,6898,69
844.89,6910,69
844.93,6996,69
844.97,7006,69
845.01,6976,69
845.05,7015,69
845.09,7022,70
845.13,6984,69
845.17,7052,70
845.21,7058,70
845.25,7019,69
845.29,7062,69
845.33,7077,70
845.37,7065,69
845.41,7085,69
845.45,7092,70
845.49,7102,69
845.53,7136,69
845.57,7115,69
845.61,7085,69
845.65,7130,69
845.69,7132,69
845.73,7119,70
845.77,7166,70
845.81,7139,69
845.85,7165,70
845.89,7206,70
845.93,7189,69
845.97,7190,69
846.01,7146,69
846.05,7161,69
846.09,7244,70
846.13,7192,69
846.17,7209,69
846.21,7216,69
846.25,7190,69
846.29,7241,69
846.33,7232,69
846.37,7230,69
846.41,7218,70
846.45,7327,69
846.49,7342,69
846.53,7165,69
846.57,7230,69
846.61,7378,69
846.65,7340,69
846.69,7237,70
846.73,7309,69
846.77,7392,69
846.81,7306,69
846.85,7336,70
846.89,7369,69
846.93,7363,69
846.97,7403,70
847.01,7380,69
847.05,7420,69
847.09,7372,69
847.13,7444,69
847.17,7343,69
847.21,7009,69
847.25,6755,69
847.29,6917,69
847.33,6986,69
847.37,6936,69
847.41,6872,69
847.45,6732,69
847.49,6509,69
847.53,6303,69
847.57,6432,69
847.61,6278,69
847.65,6036,69
847.69,5788,69
847.73,5676,69
847.77,5646,69
847.81,5382,69
847.85,5058,69
847.89,4844,69
847.93,4938,69
847.97,4652,69
848.01,4220,69
848.05,4551,69
848.09,4284,69
848.13,3461,69
848.17,4055,69
848.21,3123,69
848.25,2926,69
848.29,2925,69
848.33,2769,69
848.37,2581,69
848.41,2533,69
848.45,2616,69
848.49,2608,69
848.53,2626,69
848.57,2583,69
848.61,2659,69
848.65,2733,69
848.69,2827,69
848.73,2906,69
848.77,2988,69
848.81,2990,69
848.85,2956,69
848.89,2912,70
848.93,2884,70
848.97,2862,69
849.01,2907,69
849.05,2919,69
849.09,2865,69
849.13,2800,69
849.17,2860,69
849.21,2920,69
849.25,3001,69
849.29,2995,69
849.33,2969,69
849.37,2935,69
849.41,2948,69
849.45,2993,69
849.49,2957,69
849.53,3060,69
849.57,3306,69
849.61,3693,69
849.65,4310,69
849.69,5065,69
849.73,5919,69
849.77,6666,69
849.81,7389,69
849.85,8161,70
849.89,8736,70
849.93,9233,69
849.97,9351,70
850.01,9066,70
850.05,8805,70
850.09,8568,69
850.13,8391,70
850.17,8239,69
850.21,8097,69
850.25,7843,69
850.29,7566,69
850.33,7301,69
850.37,7078,69
850.41,6791,69
850.45,6565,69
850.49,6272,69
850.53,6020,69
850.57,5767,69
850.61,5557,69
850.65,5294,69
850.69,5094,69
850.73,4876,69
850.77,4674,69
850.81,4449,69
850.85,4233,69
850.89,3997,70
850.93,3847,69
850.97,3845,69
851.01,3744,69
851.05,3494,70
851.09,3407,69
851.13,3404,69
851.17,3428,70
851.21,3377,69
851.25,3441,69
851.29,3594,69
851.33,3800,69
851.37,4100,70
851.41,4220,69
851.45,4090,69
851.49,3775,69
851.53,3587,69
851.57,3617,69
851.61,3893,69
851.65,4234,70
851.69,4306,69
851.73,4251,69
851.77,4151,69
851.81,4110,70
851.85,4306,70
851.89,4472,69
851.93,4695,70
851.97,4709,69
852.01,4883,69
852.05,5065,69
852.09,5097,69
852.13,5383,69
852.17,5963,69
852.21,6090,70
852.25,6012,69
852.29,5959,70
852.33,5905,70
852.37,6010,70
852.41,6157,70
852.45,6269,70
852.49,6289,69
852.53,6338,69
852.57,6382,69
852.61,6554,70
852.65,6830,70
852.69,6988,70
852.73,7087,70
852.77,7262,70
852.81,7429,70
852.85,7550,70
852.89,7723,70
852.93,7690,70
852.97,7911,69
853.01,8210,70
853.05,8419,70
853.09,8450,70
853.13,8515,69
853.17,8655,70
853.21,8844,70
853.25,9030,70
853.29,9171,70
853.33,9270,70
853.37,9372,70
853.41,9484,69
853.45,9606,70
853.49,8955,69
853.53,8673,70
853.57,7884,69
853.61,6914,69
853.65,7453,70
853.69,7957,70
853.73,7878,69
853.77,7810,70
853.81,7676,70
853.85,7861,70
853.89,8119,70
853.93,8187,69
853.97,8207,70
854.01,8285,70
854.05,8389,70
854.09,8479,69
854.13,8581,70
854.17,8628,70
854.21,8723,70
854.25,8820,70
854.29,8917,70
854.33,9011,70
854.37,9055,70
854.41,9126,70
854.45,9210,70
854.49,9287,70
854.53,9305,70
854.57,9085,69
854.61,8600,69
854.65,8356,69
854.69,8613,69
854.73,8496,69
854.77,8429,69
854.81,8438,69
854.85,8278,69
854.89,8045,69
854.93,7853,69
854.97,7778,69
855.01,7682,69
855.05,7520,69
855.09,7360,69
855.13,7244,69
855.17,7098,69
855.21,6958,69
855.25,6917,69
855.29,6838,69
855.33,6711,69
855.37,6586,69
855.41,6510,69
855.45,6376,69
855.49,6248,69
855.53,6176,69
855.57,6067,69
855.61,5990,69
855.65,5927,69
855.69,5844,69
855.73,5755,69
855.77,5647,69
855.81,5518,69
855.85,5470,69
855.89,5405,69
855.93,5295,69
855.97,5195,69
856.01,5147,69
856.05,5020,69
856.09,4939,69
856.13,4893,69
856.17,4801,69
856.21,4741,69
856.25,4773,69
856.29,4763,69
856.33,4695,69
856.37,4596,69
856.41,4571,69
856.45,4535,69
856.49,4486,70
856.53,4537,69
856.57,4420,70
856.61,4362,69
856.65,4411,69
856.69,4413,69
856.73,4431,69
856.77,4511,69
856.81,4470,69
856.85,4377,69
856.89,4302,69
856.93,4418,69
856.97,4476,70
857.01,4506,69
857.05,4356,70
857.09,4393,70
857.13,4453,69
857.17,4595,70
857.21,4568,69
857.25,4571,70
857.29,4546,69
857.33,4699,70
857.37,4772,70
857.41,4886,69
857.45,4832,69
857.49,4720,69
857.53,4844,70
857.57,4962,70
857.61,5118,70
857.65,5083,70
857.69,5008,70
857.73,5132,70
857.77,5297,70
857.81,5372,69
857.85,5324,70
857.89,5305,70
857.93,5085,70
857.97,4854,69
858.01,4697,69
858.05,4985,69
858.09,5211,69
858.13,5231,69
858.17,5081,69
858.21,4952,69
858.25,4890,69
858.29,4881,69
858.33,4870,69
858.37,4990,69
858.41,5026,69
858.45,5001,69
858.49,4991,69
858.53,4840,70
858.57,4661,69
858.61,4464,69
858.65,4286,69
858.69,4317,69
858.73,4621,69
858.77,4567,69
858.81,4445,69
858.85,4310,69
858.89,4214,69
858.93,4161,69
858.97,4118,69
859.01,4189,69
859.05,4155,69
859.09,4076,69
859.13,3966,69
859.16,3879,69
859.2,3874,69
859.24,3785,69
859.28,3738,69
859.32,3704,69
859.36,3694,69
859.4,3620,69
859.44,3439,69
859.48,3356,69
859.52,3515,69
859.56,3698,70
859.6,3584,69
859.64,3827,70
859.68,4026,69
859.72,3919,70
859.76,3888,69
859.8,3880,69
859.84,4118,69
859.88,4224,70
859.92,4231,69
859.96,4093,70
860,4184,70
860.04,4334,70
860.08,4528,70
860.12,4497,70
860.16,4523,70
860.2,4613,70
860.24,4705,70
860.28,4685,70
860.32,4669,70
860.36,4585,70
860.4,4597,70
860.44,4616,70
860.48,4804,70
860.52,4935,69
860.56,5041,70
860.6,5214,70
860.64,5256,70
860.68,5303,70
860.72,5241,70
860.76,5391,70
860.8,5591,71
860.84,5542,70
860.88,5167,70
860.92,4810,70
860.96,4634,70
861,4990,70
861.04,5242,70
861.08,5287,70
861.12,5155,70
861.16,5038,70
861.2,4914,70
861.24,4905,70
861.28,4928,70
861.32,4886,70
861.36,4823,70
861.4,4728,70
861.44,4675,70
861.48,4657,70
861.52,4600,70
861.56,4549,70
861.6,4484,70
861.64,4448,70
861.68,4384,70
861.72,4376,70
861.76,4371,70
861.8,4335,70
861.84,4293,70
861.88,4227,70
861.92,4204,70
861.96,4176,70
862,4152,70
862.04,4088,70
862.08,4016,70
862.12,4007,70
862.16,4000,70
862.2,3916,70
862.24,3865,70
862.28,3950,70
862.32,4014,70
862.36,3847,70
862.4,3993,70
862.44,4083,70
862.48,4180,71
862.52,4052,70
862.56,3797,70
862.6,3664,70
862.64,3787,70
862.68,4018,70
862.72,4089,70
862.76,3928,70
862.8,3572,70
862.84,3334,70
862.88,3252,70
862.92,3501,70
862.96,3702,70
863,3626,70
863.04,3543,70
863.08,3474,70
863.12,3489,70
863.16,3512,70
863.2,3462,70
863.24,3393,70
863.28,3324,70
863.32,3278,70
863.36,3256,70
863.4,3400,70
863.44,3487,70
863.48,3553,70
863.52,3539,70
863.56,3284,71
863.6,3039,70
863.64,3032,70
863.68,3102,70
863.72,3222,70
863.76,3323,70
863.8,3347,70
863.84,3219,70
863.88,3149,70
863.92,3152,70
863.96,3077,70
864,3022,70
864.04,3023,70
864.08,3052,70
864.12,3007,70
864.16,2977,70
864.2,3048,70
864.24,3141,70
864.28,3129,70
864.32,3144,70
864.36,3179,70
864.4,3161,70
864.44,3114,70
864.48,3081,70
864.52,3090,70
864.56,3074,70
864.6,3051,70
864.64,3042,70
864.68,3028,70
864.72,2940,70
864.76,2963,70
864.8,3004,70
864.84,3053,70
864.88,3070,70
864.92,3064,70
864.96,3093,70
865,3115,70
865.04,3092,70
865.08,3125,70
865.12,3196,70
865.16,3349,70
865.2,3487,70
865.24,3576,70
865.28,3727,70
865.32,3813,70
865.36,3720,71
865.4,3460,70
865.44,3190,70
865.48,3133,70
865.52,3350,71
865.56,3488,70
865.6,3617,70
865.64,3729,70
865.68,3694,70
865.72,3528,70
865.76,3422,70
865.8,3428,70
865.84,3509,70
865.88,3588,70
865.92,3679,70
865.96,3769,71
866,3710,70
866.04,3632,70
866.08,3558,71
866.12,3588,70
866.16,3742,70
866.2,3812,70
866.24,3814,70
866.28,3789,70
866.32,3783,70
866.36,3782,70
866.4,3812,70
866.44,3743,70
866.48,3693,70
866.52,3680,70
866.56,3624,70
866.6,3639,70
866.64,3621,70
866.68,3642,70
866.72,3621,70
866.76,3615,70
866.8,3624,70
866.84,3609,70
866.88,3632,70
866.92,3643,70
866.96,3667,70
867,3597,70
867.04,4428,70
867.08,4740,70
867.12,5059,70
867.16,5140,70
867.2,5312,71
867.24,5737,70
867.28,6307,70
867.32,6787,71
867.36,7389,71
867.4,7845,70
867.44,8384,70
867.48,8668,71
867.52,8138,70
867.56,7761,70
867.6,7492,70
867.64,7211,70
867.68,6918,70
867.72,6561,70
867.76,6239,70
867.8,5926,70
867.84,5622,70
867.88,5395,70
867.92,5023,70
867.96,4773,70
868,4525,70
868.04,4320,70
868.08,4098,70
868.12,3925,70
868.16,3649,70
868.2,3501,70
868.24,3348,70
868.28,3201,70
868.32,3169,70
868.36,3119,70
868.4,3015,70
868.44,2906,70
868.48,2833,70
868.52,2807,70
868.56,2791,70
868.6,2793,70
868.64,2932,70
868.68,3050,70
868.72,3068,70
868.76,3037,70
868.8,2969,70
868.84,2803,70
868.88,2679,70
868.92,2602,70
868.96,2620,70
869,2682,70
869.04,2759,70
869.08,2756,70
869.12,3227,70
869.16,3501,70
869.2,3751,70
869.24,3951,70
869.28,4126,70
869.32,4212,70
869.36,4573,70
869.4,4735,70
869.44,4151,70
869.48,3721,70
869.52,3589,70
869.56,3460,70
869.6,3479,70
869.64,3482,70
869.68,3441,70
869.72,3363,70
869.76,3243,70
869.8,3188,70
869.84,3183,70
869.88,3815,70
869.92,4596,70
869.96,4886,70
870,5074,71
870.04,5161,70
870.08,5512,71
870.12,5819,70
870.16,6346,70
870.2,6662,71
870.24,6364,70
870.28,5740,70
870.32,5251,70
870.36,4990,70
870.4,4785,70
870.44,4568,70
870.48,4340,70
870.52,4105,70
870.56,3976,71
870.6,4284,70
870.64,4966,70
870.68,5366,70
870.72,5881,70
870.76,6374,71
870.8,6912,70
870.84,7237,71
870.88,7566,70
870.92,8027,71
870.96,8264,70
871,8207,70
871.04,7562,70
871.08,6912,70
871.12,6370,70
871.16,5725,71
871.2,5342,70
871.24,5146,70
871.28,4944,70
871.32,4736,70
871.36,4275,70
871.4,3998,70
871.44,3716,70
871.48,3686,70
871.52,3812,70
871.56,4027,70
871.6,4392,70
871.64,4799,70
871.68,5113,71
871.72,4852,71
871.76,4660,70
871.8,4363,70
871.84,4403,70
871.88,4605,70
871.92,4945,70
871.96,5152,70
872,5091,70
872.04,4948,70
872.08,4764,70
872.12,4821,70
872.16,5010,70
872.2,5143,70
872.24,5302,70
872.28,5330,70
872.32,5187,70
872.36,5048,70
872.4,5024,70
872.44,5027,71
872.48,5041,71
872.52,5089,70
872.56,5136,71
872.6,5117,70
872.64,5084,70
872.68,5070,70
872.72,4927,70
872.76,4879,70
872.8,4910,70
872.84,4910,70
872.88,4745,70
872.92,4562,70
872.96,4706,70
873,5248,70
873.04,5569,70
873.08,5927,71
873.12,5754,70
873.16,5611,70
873.2,5400,70
873.24,5333,70
873.28,5439,70
873.32,5529,70
873.36,5583,70
873.4,5543,70
873.44,5534,70
873.48,5542,70
873.52,5598,70
873.56,5616,70
873.6,5642,70
873.64,5628,70
873.68,5614,70
873.72,5642,70
873.76,5651,70
873.8,5664,70
873.84,5667,70
873.88,5630,70
873.92,5614,70
873.96,5604,70
874,5625,70
874.04,5649,70
874.08,5658,71
874.12,5661,70
874.16,5630,70
874.2,5632,70
874.24,5607,70
874.28,5649,70
874.32,5663,70
874.36,5554,70
874.4,5581,70
874.44,5700,70
874.48,5877,70
874.52,5903,70
874.56,5820,70
874.6,5768,70
874.64,5828,70
874.68,5942,70
874.72,6035,70
874.76,6075,70
874.8,6071,70
874.84,6095,70
874.88,6139,70
874.92,6211,70
874.96,6282,70
875,6334,71
875.04,6415,70
875.08,6451,70
875.12,6499,71
875.16,6558,70
875.2,6578,70
875.24,6613,70
875.28,6715,70
875.32,6775,70
875.36,6784,70
875.4,6468,70
875.44,6208,70
875.48,5985,70
875.52,5973,70
875.56,6222,70
875.6,6306,70
875.64,6330,70
875.68,6270,70
875.72,6157,70
875.76,6027,70
875.8,5932,70
875.84,5883,70
875.88,5842,70
875.92,5783,70
875.96,5685,70
876,5565,70
876.04,5481,70
876.08,5371,70
876.12,5274,70
876.16,5173,70
876.2,5081,70
876.24,4967,70
876.28,4870,70
876.32,4780,70
876.36,4675,70
876.4,4606,70
876.44,4550,70
876.48,4538,70
876.52,4497,70
876.56,4433,70
876.6,4333,70
876.64,4271,70
876.68,4209,70
876.72,4301,70
876.76,4349,70
876.8,4198,70
876.84,4130,70
876.88,4114,70
876.92,4121,70
876.96,4143,70
877,4104,70
877.04,3984,70
877.08,4101,70
877.12,4103,70
877.16,4077,70
877.2,4020,70
877.24,3964,70
877.28,4091,70
877.32,4160,70
877.35,4225,70
877.39,4368,70
877.43,4350,70
877.47,4535,70
877.51,4501,70
877.55,4699,70
877.59,4681,70
877.63,4882,70
877.67,4893,70
877.71,4951,70
877.75,5040,70
877.79,5035,70
877.83,5175,70
877.87,5248,70
877.91,5273,70
877.95,5276,70
877.99,5378,70
878.03,5535,70
878.07,5555,70
878.11,5664,70
878.15,5652,70
878.19,5668,70
878.23,5635,70
878.27,5638,70
878.31,5737,70
878.35,5881,70
878.39,6031,70
878.43,6108,70
878.47,6181,70
878.51,6261,70
878.55,6388,70
878.59,6497,71
878.63,6593,70
878.67,6583,70
878.71,6622,70
878.75,6684,70
878.79,6791,70
878.83,6957,70
878.87,7033,70
878.91,7050,70
878.95,7129,70
878.99,7195,70
879.03,7311,70
879.07,7442,71
879.11,7460,70
879.15,7535,71
879.19,7568,70
879.23,7723,71
879.27,7855,70
879.31,7898,70
879.35,7987,70
879.39,8012,70
879.43,8105,70
879.47,8230,70
879.51,8337,70
879.55,8396,70
879.59,8488,70
879.63,8561,71
879.67,8623,70
879.71,8328,70
879.75,7985,70
879.79,7733,70
879.83,7684,70
879.87,7792,70
879.91,7581,70
879.95,7579,70
879.99,7550,70
880.03,7361,70
880.07,7237,70
880.11,7144,70
880.15,7004,70
880.19,6839,70
880.23,6694,70
880.27,6605,70
880.31,6462,70
880.35,6266,70
880.39,6179,70
880.43,6055,70
880.47,5888,70
880.51,5753,70
880.55,5680,70
880.59,5541,70
880.63,5408,70
880.67,5359,70
880.71,5357,70
880.75,5345,70
880.79,5262,70
880.83,5168,70
880.87,5059,70
880.91,4993,70
880.95,4914,70
880.99,4879,70
881.03,4928,70
881.07,4823,70
881.11,4752,70
881.15,4630,70
881.19,4505,70
881.23,4403,70
881.27,4403,70
881.31,4445,70
881.35,4874,70
881.39,5173,70
881.43,5425,70
881.47,5411,70
881.51,5500,70
881.55,5422,70
881.59,5513,70
881.63,5646,71
881.67,5909,70
881.71,5977,70
881.75,6072,70
881.79,6234,70
881.83,6388,70
881.87,6600,70
881.91,6623,71
881.95,6516,70
881.99,6527,70
882.03,6593,70
882.07,6772,70
882.11,6811,71
882.15,6550,70
882.19,6339,70
882.23,6183,70
882.27,6170,70
882.31,6294,70
882.35,6553,70
882.39,6654,70
882.43,6715,70
882.47,6730,70
882.51,6776,70
882.55,6917,70
882.59,7032,70
882.63,7087,70
882.67,7199,70
882.71,7285,70
882.75,7412,71
882.79,7451,70
882.83,7492,70
882.87,7596,70
882.91,7765,71
882.95,7849,70
882.99,7959,70
883.03,7898,70
883.07,7637,71
883.11,7304,70
883.15,7045,70
883.19,7087,70
883.23,7293,70
883.27,7228,70
883.31,7286,70
883.35,7378,70
883.39,7302,70
883.43,7136,70
883.47,6997,70
883.51,6894,70
883.55,6860,70
883.59,6933,70
883.63,6968,70
883.67,6904,70
883.71,6821,70
883.75,6746,70
883.79,6641,70
883.83,6613,70
883.87,6621,70
883.91,6621,70
883.95,6622,70
883.99,6482,70
884.03,6548,70
884.07,6717,70
884.11,6970,70
884.15,7158,70
884.19,7109,70
884.23,7085,70
884.27,6925,70
884.31,6931,70
884.35,7070,70
884.39,7171,70
884.43,7227,70
884.47,7333,70
884.51,7418,70
884.55,7374,70
884.59,7265,70
884.63,7232,71
884.67,7265,71
884.71,7318,70
884.75,6983,70
884.79,6758,70
884.83,6490,70
884.87,6555,70
884.91,6554,70
884.95,6548,70
884.99,6662,70
885.03,6645,70
885.07,6492,70
885.11,6369,70
885.15,6266,70
885.19,6157,70
885.23,6052,70
885.27,5973,70
885.31,5893,70
885.35,5759,70
885.39,5644,70
885.43,5627,70
885.47,5619,70
885.51,5558,70
885.55,5488,70
885.59,5510,70
885.63,5400,70
885.67,5351,70
885.71,5332,70
885.75,5250,70
885.79,5250,70
885.83,5249,70
885.87,5081,70
885.91,4936,70
885.95,4950,70
885.99,5239,70
886.03,5402,71
886.07,5652,70
886.11,5729,70
886.15,5584,70
886.19,5434,70
886.23,5298,70
886.27,5311,70
886.31,5459,70
886.35,5603,70
886.39,5665,70
886.43,5718,70
886.47,5874,70
886.51,5926,70
886.55,5902,70
886.59,5914,70
886.63,6019,70
886.67,6119,70
886.71,6174,70
886.75,6195,70
886.79,6181,70
886.83,6261,70
886.87,6235,71
886.91,6195,71
886.95,6172,71
886.99,6218,71
887.03,6268,70
887.07,6169,70
887.11,6065,70
887.15,5866,70
887.19,5631,70
887.23,5516,70
887.27,5640,70
887.31,5718,71
887.35,5789,70
887.39,5754,70
887.43,5653,70
887.47,5664,70
887.51,5802,70
887.55,5958,70
887.59,6112,71
887.63,6226,70
887.67,6087,70
887.71,5905,70
887.75,5753,71
887.79,5721,71
887.83,5803,70
887.87,5868,70
887.91,5876,70
887.95,5858,71
887.99,5664,70
888.03,5413,70
888.07,5237,70
888.11,5057,70
888.15,5108,70
888.19,5087,70
888.23,5076,70
888.27,5023,70
888.31,4935,70
888.35,4824,70
888.39,4744,70
888.43,4786,70
888.47,4812,70
888.51,4798,70
888.55,4770,70
888.59,4722,70
888.63,4576,70
888.67,4805,70
888.71,5042,71
888.75,5151,70
888.79,4646,70
888.83,4372,70
888.87,4125,70
888.91,3911,70
888.95,3827,70
888.99,3940,70
889.03,3881,70
889.07,3693,70
889.11,3675,70
889.15,3752,70
889.19,3658,70
889.23,3531,70
889.27,3594,70
889.31,3693,70
889.35,3715,70
889.39,3649,70
889.43,3505,70
889.47,3432,70
889.51,3385,70
889.55,3373,70
889.59,3365,70
889.63,3313,70
889.67,3242,70
889.71,3163,70
889.75,3081,70
889.79,2988,70
889.83,2884,70
889.87,2800,70
889.91,2738,70
889.95,2694,71
889.99,2719,70
890.03,2844,70
890.07,2939,70
890.11,2980,70
890.15,2945,70
890.19,2830,70
890.23,2851,70
890.27,3003,71
890.31,3359,70
890.35,3822,71
890.39,3947,70
890.43,3841,70
890.47,3898,70
890.51,3656,71
890.55,3452,70
890.59,3294,70
890.63,3158,70
890.67,3020,70
890.71,2889,70
890.75,2914,70
890.79,3073,70
890.83,3101,70
890.87,3039,70
890.91,2996,70
890.95,2916,70
890.99,2921,70
891.03,2939,71
891.07,2920,70
891.11,2913,70
891.15,3169,71
891.19,3588,70
891.23,3805,71
891.27,3937,71
891.31,4174,71
891.35,4156,71
891.39,3940,70
891.43,3721,70
891.47,3516,71
891.51,3328,71
891.55,3670,71
891.59,3894,70
891.63,4196,71
891.67,4300,71
891.71,4520,71
891.75,4597,71
891.79,4561,71
891.83,4096,70
891.87,3862,70
891.91,3676,70
891.95,3568,71
891.99,3575,70
892.03,3556,70
892.07,3465,70
892.11,3379,71
892.15,3380,70
892.19,3388,70
892.23,3337,71
892.27,3272,71
892.31,3220,71
892.35,3164,71
892.39,3101,71
892.43,3282,71
892.47,3452,71
892.51,3659,71
892.55,3856,71
892.59,3782,71
892.63,3625,71
892.67,3550,71
892.71,3744,71
892.75,3904,71
892.79,4008,71
892.83,3979,71
892.87,3694,71
892.91,3489,71
892.95,3435,71
892.99,3639,71
893.03,4077,71
893.07,4264,71
893.11,4440,71
893.15,4578,71
893.19,4367,71
893.23,4098,71
893.27,3957,71
893.31,4014,71
893.35,4228,71
893.39,4372,72
893.43,4411,71
893.47,4072,71
893.51,3882,71
893.55,3688,71
893.59,3567,71
893.63,3714,71
893.67,4010,71
893.71,4206,71
893.75,4400,71
893.79,4702,71
893.83,4645,71
893.87,4636,71
893.91,4422,72
893.95,4409,71
893.99,4455,71
894.03,4724,71
894.07,4716,72
894.11,4457,71
894.15,4215,71
894.19,4003,71
894.23,3873,71
894.27,3663,71
894.31,3600,71
894.35,3679,71
894.39,3987,71
894.43,4019,71
894.47,4132,71
894.51,4441,71
894.55,4462,71
894.59,4675,71
894.63,4612,71
894.67,4751,71
894.71,4855,72
894.75,4950,72
894.79,4987,71
894.83,5077,71
894.87,5066,72
894.91,5136,71
894.95,5077,72
894.99,4987,72
895.03,5036,71
895.07,5203,72
895.11,5341,71
895.15,5544,71
895.19,5630,71
895.23,5662,71
895.27,5754,71
895.31,5866,71
895.35,6019,72
895.39,6098,72
895.43,5747,72
895.47,5575,71
895.51,5627,71
895.54,5657,71
895.58,5578,71
895.62,5701,71
895.66,5761,71
895.7,5698,71
895.74,5590,71
895.78,5477,71
895.82,5434,72
895.86,5488,71
895.9,5488,71
895.94,5339,72
895.98,5197,71
896.02,5088,71
896.06,5161,71
896.1,5170,71
896.14,5187,72
896.18,5528,71
896.22,5868,71
896.26,5899,71
896.3,5809,71
896.34,5696,71
896.38,5620,72
896.42,5762,71
896.46,5839,71
896.5,6021,71
896.54,6190,71
896.58,6252,71
896.62,6303,71
896.66,6317,72
896.7,6388,72
896.74,6362,71
896.78,6287,71
896.82,6369,71
896.86,6450,71
896.9,6479,72
896.94,6506,71
896.98,6553,71
897.02,6581,71
897.06,6220,71
897.1,5982,71
897.14,5820,71
897.18,5817,71
897.22,6050,71
897.26,6030,71
897.3,6059,71
897.34,6090,71
897.38,6043,71
897.42,5912,71
897.46,5755,71
897.5,5644,71
897.54,5682,71
897.58,5572,72
897.62,5442,71
897.66,5376,71
897.7,5382,72
897.74,5345,71
897.78,5733,72
897.82,6072,72
897.86,6157,72
897.9,6085,72
897.94,6049,71
897.98,5931,72
898.02,6056,72
898.06,6319,71
898.1,6475,71
898.14,6551,72
898.18,6622,71
898.22,6662,71
898.26,6724,71
898.3,6844,71
898.34,6915,71
898.38,7048,71
898.42,7322,71
898.46,7453,71
898.5,7547,71
898.54,7545,71
