TIME,RPM,CLT
281.87,3175,61
281.91,3165,60
281.95,3175,60
281.99,3169,60
282.03,3142,60
282.07,3139,60
282.11,3172,60
282.15,3216,60
282.19,3217,60
282.23,3234,60
282.27,3235,60
282.31,3236,60
282.35,3230,60
282.39,3237,60
282.43,3247,60
282.47,3251,60
282.51,3243,60
282.55,3241,60
282.59,3242,60
282.63,3244,60
282.67,3189,60
282.71,3193,60
282.75,3196,61
282.79,3192,60
282.83,3197,60
282.87,3195,60
282.91,3170,60
282.95,3170,60
282.99,3138,60
283.03,3137,60
283.07,3155,60
283.11,3164,60
283.15,3150,60
283.19,3137,60
283.23,3155,60
283.27,3162,60
283.31,3192,60
283.35,3200,60
283.39,3200,60
283.43,3211,60
283.47,3226,60
283.51,3213,60
283.55,3184,60
283.59,3193,60
283.63,3175,60
283.67,3193,60
283.71,3169,60
283.75,3133,60
283.79,3163,60
283.83,3172,60
283.87,3168,60
283.91,3179,60
283.95,3149,60
283.99,3176,60
284.03,3134,60
284.07,3149,61
284.11,3165,60
284.15,3163,60
284.19,3107,60
284.23,3135,60
284.27,3143,60
284.31,3128,60
284.35,3122,60
284.39,3115,60
284.43,3142,61
284.47,3145,60
284.51,3123,60
284.55,3150,60
284.59,3139,60
284.63,3163,60
284.67,3156,60
284.71,3186,60
284.75,3189,60
284.79,3160,60
284.83,3128,60
284.87,3176,60
284.91,3174,60
284.95,3176,60
284.99,3131,60
285.03,3106,60
285.07,3126,60
285.11,3139,60
285.15,3137,60
285.19,3158,60
285.23,3179,60
285.27,3169,60
285.31,3163,60
285.35,3205,60
285.39,3198,60
285.43,3182,60
285.47,3191,60
285.51,3200,60
285.55,3200,60
285.59,3213,60
285.63,3229,60
285.67,3217,60
285.71,3125,60
285.75,3148,60
285.79,3143,60
285.83,3158,60
285.87,3144,60
285.91,3116,60
285.95,3107,60
285.99,3133,60
286.03,3128,60
286.07,3124,60
286.11,3127,60
286.15,3170,60
286.19,3181,61
286.23,3171,60
286.27,3165,60
286.31,3172,60
286.35,3187,60
286.39,3182,60
286.43,3187,60
286.47,3161,60
286.51,3189,60
286.55,3179,60
286.59,3177,60
286.63,3157,60
286.67,3177,60
286.71,3160,60
286.75,3144,60
286.79,3129,60
286.83,3145,60
286.87,3167,60
286.91,3144,60
286.95,3174,60
286.99,3190,60
287.03,3153,60
287.07,3147,60
287.11,3165,60
287.15,3166,60
287.19,3142,60
287.23,3147,60
287.27,3202,60
287.31,3209,60
287.35,3178,60
287.39,3195,60
287.43,3183,60
287.47,3147,60
287.51,3141,60
287.55,3139,60
287.59,3132,60
287.63,3145,60
287.67,3138,60
287.71,3159,60
287.75,3178,60
287.79,3185,60
287.83,3176,60
287.87,3191,60
287.91,3164,60
287.95,3185,60
287.99,3207,60
288.03,3211,60
288.07,3195,60
288.11,3185,60
288.15,3188,60
288.19,3202,60
288.23,3193,60
288.27,3184,60
288.31,3155,60
288.35,3153,60
288.39,3167,60
288.43,3161,60
288.47,3169,60
288.51,3190,60
288.55,3126,60
288.59,3160,60
288.63,3183,61
288.67,3186,60
288.71,3189,60
288.75,3193,60
288.79,3200,60
288.83,3201,60
288.87,3208,60
288.91,3219,60
288.95,3227,60
288.99,3195,60
289.03,3204,60
289.07,3192,61
289.11,3172,60
289.15,3164,60
289.19,3155,60
289.23,3137,60
289.27,3117,60
289.31,3130,60
289.35,3144,60
289.39,3128,60
289.43,3146,60
289.47,3161,60
289.51,3171,60
289.55,3179,60
289.59,3191,60
289.63,3205,60
289.67,3220,60
289.71,3246,60
289.75,3260,60
289.79,3242,60
289.83,3233,60
289.87,3266,60
289.91,3298,60
289.95,3274,60
289.99,3280,60
290.03,3319,60
290.07,3314,60
290.11,3307,60
290.15,3291,60
290.19,3284,60
290.23,3275,60
290.27,3269,60
290.31,3273,60
290.35,3262,60
290.39,3248,60
290.43,3247,60
290.47,3249,60
290.51,3239,60
290.55,3219,60
290.59,3210,60
290.63,3165,60
290.67,3162,60
290.71,3139,60
290.75,3141,60
290.79,3105,60
290.83,3098,60
290.87,3123,60
290.91,3115,60
290.95,3091,60
290.99,3042,60
291.03,3088,60
291.07,3079,60
291.11,3116,60
291.15,3111,60
291.19,3090,60
291.23,3065,60
291.27,3095,60
291.31,3069,60
291.35,3088,60
291.39,3108,60
291.43,3083,60
291.47,3109,60
291.51,3126,60
291.55,3072,60
291.59,3073,60
291.63,3076,60
291.67,3085,60
291.71,3073,60
291.75,3087,60
291.79,3093,60
291.83,3076,60
291.87,3078,60
291.91,3063,60
291.95,3094,60
291.99,3119,60
292.03,3139,60
292.07,3180,60
292.11,3197,60
292.15,3189,60
292.19,3156,60
292.23,3142,60
292.27,3159,60
292.31,3178,60
292.35,3165,60
292.39,3152,60
292.43,3136,60
292.47,3149,60
292.51,3165,60
292.55,3194,60
292.59,3170,60
292.63,3183,60
292.67,3173,60
292.71,3197,60
292.75,3205,60
292.79,3160,60
292.83,3187,60
292.87,3209,60
292.91,3194,60
292.95,3178,60
292.99,3176,60
293.03,3196,60
293.07,3218,60
293.11,3237,60
293.15,3228,60
293.19,3227,60
293.23,3228,60
293.27,3230,60
293.31,3249,60
293.35,3238,60
293.39,3272,61
293.43,3258,60
293.47,3258,60
293.51,3243,60
293.55,3236,60
293.59,3252,60
293.63,3229,60
293.67,3187,60
293.71,3136,60
293.75,3169,60
293.79,3204,60
293.83,3212,60
293.87,3176,60
293.91,3186,60
293.95,3182,60
293.99,3209,60
294.03,3231,60
294.07,3247,60
294.11,3246,60
294.15,3238,60
294.19,3244,60
294.23,3253,60
294.27,3254,60
294.31,3232,60
294.35,3199,60
294.39,3214,60
294.43,3219,60
294.47,3240,60
294.51,3231,60
294.55,3223,60
294.59,3253,60
294.63,3266,60
294.67,3288,60
294.71,3271,60
294.75,3261,60
294.79,3241,60
294.83,3251,60
294.87,3232,60
294.91,3224,60
294.95,3226,60
294.99,3220,60
295.03,3222,60
295.07,3224,60
295.11,3182,60
295.15,3202,61
295.19,3219,60
295.23,3183,60
295.27,3184,60
295.31,3151,60
295.35,3133,60
295.39,3151,60
295.43,3154,60
295.47,3145,60
295.51,3160,60
295.55,3136,60
295.59,3130,60
295.63,3129,60
295.67,3084,60
295.71,3063,60
295.75,3064,60
295.79,3059,60
295.83,3081,60
295.87,3114,60
295.91,3135,60
295.95,3135,60
295.99,3156,60
296.03,3162,60
296.07,3176,60
296.11,3167,60
296.15,3159,60
296.19,3162,60
296.23,3205,60
296.27,3225,60
296.31,3228,60
296.35,3196,60
296.39,3178,60
296.43,3189,60
296.47,3193,60
296.51,3209,60
296.55,3161,60
296.59,3153,60
296.63,3143,60
296.67,3108,60
296.71,3107,60
296.75,3081,60
296.79,3109,60
296.83,3090,60
296.87,3103,60
296.91,3101,60
296.95,3131,60
296.99,3126,60
297.03,3126,60
297.07,3171,60
297.11,3163,60
297.15,3174,60
297.19,3183,60
297.23,3187,60
297.27,3197,60
297.31,3224,60
297.35,3201,60
297.39,3158,60
297.43,3169,60
297.47,3181,60
297.51,3174,60
297.55,3153,60
297.59,3177,60
297.63,3189,60
297.67,3194,60
297.71,3194,60
297.75,3183,60
297.79,3186,60
297.83,3247,60
297.87,3242,60
297.91,3248,60
297.95,3256,60
297.99,3258,60
298.03,3220,60
298.07,3210,60
298.11,3228,60
298.15,3228,60
298.19,3233,60
298.23,3237,60
298.27,3250,60
298.31,3231,60
298.35,3196,60
298.39,3202,60
298.43,3193,60
298.47,3162,60
298.51,3171,60
298.55,3176,60
298.59,3208,60
298.63,3206,60
298.67,3196,60
298.71,3176,60
298.75,3184,60
298.79,3183,60
298.83,3152,60
298.87,3165,60
298.91,3189,60
298.95,3194,60
298.99,3174,60
299.03,3195,60
299.07,3154,60
299.11,3132,60
299.15,3145,60
299.19,3142,60
299.23,3184,60
299.27,3188,60
299.31,3186,60
299.35,3207,60
299.39,3204,60
299.43,3219,60
299.47,3216,60
299.51,3218,60
299.55,3213,60
299.59,3188,60
299.63,3207,60
299.67,3221,60
299.71,3170,60
299.75,3151,60
299.79,3169,60
299.83,3176,60
299.87,3167,60
299.91,3174,60
299.95,3176,60
299.99,3156,60
300.03,3162,60
300.07,3182,60
300.11,3191,60
300.15,3212,60
300.19,3213,60
300.23,3183,60
300.27,3183,60
300.31,3173,60
300.35,3175,60
300.39,3190,60
300.43,3193,60
300.47,3185,60
300.51,3113,60
300.55,3138,60
300.59,3106,60
300.63,3088,60
300.67,3086,60
300.71,3113,60
300.75,3073,60
300.79,3053,60
300.83,3074,60
300.87,3138,60
300.91,3153,60
300.95,3117,60
300.99,3135,60
301.03,3108,60
301.07,3116,60
301.11,3084,60
301.15,3088,60
301.19,3100,60
301.23,3104,60
301.27,3130,60
301.31,3153,60
301.35,3130,60
301.39,3110,60
301.43,3122,60
301.47,3134,60
301.51,3139,60
301.55,3134,60
301.59,3114,60
301.63,3144,60
301.67,3144,60
301.71,3158,60
301.75,3163,60
301.79,3156,60
301.83,3160,60
301.87,3130,60
301.91,3153,60
301.95,3158,60
301.99,3150,60
302.03,3185,60
302.07,3216,60
302.11,3230,60
302.15,3231,60
302.19,3203,60
302.23,3205,60
302.27,3214,60
302.31,3196,60
302.35,3176,60
302.39,3204,60
302.43,3197,60
302.47,3208,60
302.51,3216,60
302.55,3184,60
302.59,3158,60
302.63,3184,60
302.67,3209,60
302.71,3221,60
302.75,3230,60
302.79,3231,60
302.83,3202,60
302.87,3187,60
302.91,3197,60
302.95,3192,60
302.99,3228,60
303.03,3205,60
303.07,3215,60
303.11,3224,60
303.15,3242,60
303.19,3265,60
303.23,3249,60
303.27,3305,60
303.31,3310,60
303.35,3290,60
303.39,3283,60
303.43,3270,60
303.47,3282,60
303.51,3227,60
303.55,3248,60
303.59,3229,60
303.63,3214,60
303.67,3197,60
303.71,3196,60
303.75,3203,60
303.79,3156,60
303.83,3185,61
303.87,3197,60
303.91,3196,60
303.95,3197,60
303.99,3144,60
304.03,3123,60
304.07,3139,60
304.11,3125,60
304.15,3137,60
304.19,3144,60
304.23,3158,60
304.27,3172,60
304.31,3162,60
304.35,3159,60
304.39,3165,60
304.43,3186,60
304.47,3214,60
304.51,3196,60
304.55,3202,60
304.59,3176,60
304.63,3143,60
304.67,3167,60
304.71,3119,60
304.75,3098,60
304.79,3098,60
304.83,3120,60
304.87,3114,60
304.91,3097,60
304.95,3063,60
304.99,3067,60
305.03,3059,60
305.07,3074,60
305.11,3081,60
305.15,3070,60
305.19,3120,60
305.23,3142,60
305.27,3142,60
305.31,3128,60
305.35,3139,60
305.39,3162,60
305.43,3146,60
305.47,3121,60
305.51,3143,60
305.55,3156,60
305.59,3154,60
305.63,3122,60
305.67,3096,60
305.71,3128,60
305.75,3124,60
305.79,3138,60
305.83,3090,60
305.87,3099,60
305.91,3120,60
305.95,3135,60
305.99,3113,60
306.03,3157,60
306.07,3164,60
306.11,3161,60
306.15,3147,60
306.19,3113,60
306.23,3129,60
306.27,3155,60
306.31,3154,60
306.35,3196,60
306.39,3206,60
306.43,3229,60
306.47,3203,60
306.51,3165,60
306.55,3153,60
306.59,3185,60
306.63,3190,60
306.67,3187,60
306.71,3152,60
306.75,3154,60
306.79,3157,60
306.83,3199,60
306.87,3215,60
306.91,3251,60
306.95,3250,60
306.99,3220,60
307.03,3234,60
307.07,3243,60
307.11,3245,60
307.15,3205,60
307.19,3233,60
307.23,3202,60
307.27,3209,60
307.31,3165,60
307.35,3198,60
307.39,3221,60
307.43,3224,60
307.47,3233,60
307.51,3232,60
307.55,3230,60
307.59,3213,60
307.63,3218,60
307.67,3207,60
307.71,3202,60
307.75,3207,60
307.79,3179,60
307.83,3197,60
307.87,3191,60
307.91,3202,60
307.95,3175,60
307.99,3153,60
308.03,3142,60
308.07,3157,60
308.11,3181,60
308.15,3160,60
308.19,3128,60
308.23,3117,60
308.27,3138,60
308.31,3165,60
308.35,3128,60
308.39,3106,60
308.43,3089,60
308.47,3098,60
308.51,3104,60
308.55,3102,60
308.59,3116,60
308.63,3101,60
308.67,3090,60
308.71,3114,60
308.75,3135,60
308.79,3154,60
308.83,3140,60
308.87,3154,60
308.91,3148,60
308.95,3139,60
308.99,3142,60
309.03,3117,60
309.07,3137,60
309.11,3147,60
309.15,3129,60
309.19,3164,60
309.23,3153,60
309.27,3196,60
309.31,3214,60
309.35,3194,60
309.39,3214,60
309.43,3221,60
309.47,3220,60
309.51,3209,60
309.55,3205,60
309.59,3211,60
309.63,3181,60
309.67,3186,60
309.71,3168,60
309.75,3113,60
309.79,3128,60
309.83,3142,60
309.87,3142,60
309.91,3142,60
309.95,3155,60
309.99,3185,60
310.03,3203,60
310.07,3193,60
310.11,3183,60
310.15,3180,60
310.19,3170,60
310.23,3151,60
310.27,3120,60
310.31,3151,60
310.35,3123,60
310.39,3161,60
310.43,3168,60
310.47,3186,60
310.51,3178,60
310.55,3169,60
310.59,3163,60
310.63,3176,60
310.67,3202,60
310.71,3220,60
310.75,3224,60
310.79,3236,60
310.83,3289,60
310.87,3263,60
310.91,3221,60
310.95,3227,60
310.99,3221,60
311.03,3234,60
311.07,3238,60
311.11,3168,60
311.15,3187,60
311.19,3198,60
311.23,3223,60
311.27,3193,60
311.31,3195,60
311.35,3180,60
311.39,3199,60
311.43,3229,60
311.47,3213,60
311.51,3198,60
311.55,3186,60
311.59,3196,60
311.63,3206,60
311.67,3220,60
311.71,3184,60
311.75,3208,60
311.79,3193,60
311.83,3183,60
311.87,3189,60
311.91,3178,60
311.95,3196,60
311.99,3204,60
312.03,3179,60
312.07,3170,60
312.11,3202,60
312.15,3162,60
312.19,3175,60
312.23,3198,60
312.27,3214,60
312.31,3196,60
312.35,3207,60
312.39,3175,60
312.43,3172,60
312.47,3158,60
312.51,3169,60
312.55,3120,60
312.59,3076,60
312.63,3105,60
312.67,3125,60
312.71,3122,60
312.75,3140,60
312.79,3143,60
312.83,3110,60
312.87,3077,60
312.91,3078,60
312.95,3096,60
312.99,3115,60
313.03,3075,60
313.07,3054,60
313.11,3080,60
313.15,3082,60
313.19,3101,60
313.23,3168,60
313.27,3181,60
313.31,3173,60
313.35,3177,60
313.39,3182,60
313.43,3209,60
313.47,3210,60
313.51,3198,60
313.55,3223,60
313.59,3148,60
313.63,3097,60
313.67,3089,60
313.71,3112,60
313.75,3100,60
313.79,3126,60
313.83,3149,60
313.87,3171,60
313.91,3184,60
313.95,3171,60
313.99,3189,60
314.03,3184,60
314.07,3165,60
314.11,3158,60
314.15,3159,60
314.19,3157,60
314.23,3166,60
314.27,3183,60
314.31,3196,60
314.35,3193,60
314.39,3204,60
314.43,3201,60
314.47,3186,60
314.51,3152,60
314.55,3150,60
314.59,3151,60
314.63,3138,60
314.67,3116,60
314.71,3143,60
314.75,3154,60
314.79,3140,60
314.83,3150,60
314.87,3161,60
314.91,3215,60
314.95,3209,60
314.99,3213,60
315.03,3244,60
315.07,3228,60
315.11,3245,60
315.15,3231,60
315.19,3224,60
315.23,3200,60
315.27,3184,60
315.31,3115,60
315.35,3120,60
315.39,3088,60
315.43,3103,60
315.47,3102,60
315.51,3096,60
315.55,3074,60
315.59,3104,60
315.63,3138,60
315.67,3169,60
315.71,3200,60
315.75,3183,60
315.79,3188,60
315.83,3181,60
315.87,3176,60
315.91,3128,60
315.95,3161,60
315.99,3176,60
316.03,3195,60
316.07,3193,60
316.11,3196,60
316.15,3138,60
316.19,3156,60
316.23,3142,60
316.27,3128,60
316.31,3138,60
316.35,3140,60
316.39,3118,60
316.43,3140,60
316.47,3153,60
316.51,3109,60
316.55,3082,60
316.59,3118,60
316.63,3137,60
316.67,3136,60
316.71,3141,60
316.75,3167,60
316.79,3202,60
316.83,3180,60
316.87,3209,60
316.91,3176,60
316.95,3183,60
316.99,3176,60
317.03,3198,60
317.07,3143,60
317.11,3177,60
317.15,3108,60
317.19,3117,60
317.23,3136,60
317.27,3108,60
317.31,3149,60
317.35,3145,60
317.39,3113,60
317.43,3097,60
317.47,3103,60
317.51,3076,60
317.55,3091,60
317.59,3161,60
317.63,3160,60
317.67,3195,60
317.71,3210,60
317.75,3214,60
317.79,3216,60
317.83,3195,60
317.87,3176,60
317.91,3190,60
317.95,3181,60
317.99,3171,60
318.03,3124,60
318.07,3145,60
318.11,3141,60
318.15,3160,60
318.19,3136,60
318.23,3145,60
318.27,3138,60
318.31,3172,60
318.35,3201,60
318.39,3266,60
318.43,3261,60
318.47,3227,60
318.51,3241,60
318.55,3215,60
318.59,3209,60
318.63,3203,60
318.67,3205,60
318.71,3169,60
318.75,3193,60
318.79,3209,60
318.83,3223,60
318.87,3159,60
318.91,3145,60
318.95,3151,60
318.99,3158,60
319.03,3189,60
319.07,3192,60
319.11,3215,60
319.15,3201,60
319.19,3216,60
319.23,3136,60
319.27,3121,60
319.31,3121,60
319.35,3104,60
319.39,3111,60
319.43,3127,60
319.47,3146,60
319.51,3170,60
319.55,3189,60
319.59,3162,60
319.63,3175,60
319.67,3181,60
319.71,3144,60
319.75,3120,60
319.79,3146,60
319.83,3151,60
319.87,3149,60
319.91,3131,60
319.95,3137,60
319.99,3161,60
320.03,3190,60
320.07,3209,60
320.11,3233,60
320.15,3244,60
320.19,3252,60
320.23,3271,60
320.27,3267,60
320.31,3222,60
320.35,3232,60
320.39,3222,60
320.43,3187,60
320.47,3185,60
320.51,3204,60
320.55,3189,60
320.59,3200,60
320.63,3188,60
320.67,3191,60
320.71,3170,60
320.75,3145,60
320.79,3137,60
320.83,3176,60
320.87,3198,60
320.91,3204,60
320.95,3204,60
320.99,3165,60
321.03,3164,60
321.07,3151,60
321.11,3194,60
321.15,3192,60
321.19,3211,60
321.23,3161,60
321.27,3175,60
321.32,3169,60
321.36,3148,60
321.4,3158,60
321.44,3218,60
321.48,3238,60
321.52,3244,60
321.56,3257,60
321.6,3258,60
321.64,3243,60
321.68,3223,60
321.72,3193,60
321.76,3157,60
321.8,3157,60
321.84,3162,60
321.88,3180,60
321.92,3166,60
321.96,3167,60
322,3182,60
322.04,3204,60
322.08,3243,60
322.12,3258,60
322.16,3270,60
322.2,3293,60
322.24,3269,60
322.28,3267,60
322.32,3285,60
322.36,3283,60
322.4,3274,60
322.44,3280,60
322.48,3291,60
322.52,3289,60
322.56,3250,60
322.6,3247,60
322.64,3247,60
322.68,3256,60
322.72,3274,60
322.76,3272,60
322.8,3241,60
322.84,3198,60
322.88,3188,60
322.92,3210,60
322.96,3211,60
323,3174,60
323.04,3171,60
323.08,3177,60
323.12,3174,60
323.16,3180,60
323.2,3181,60
323.24,3220,60
323.28,3234,60
323.32,3254,60
323.36,3252,60
323.4,3272,60
323.44,3269,60
323.48,3203,60
323.52,3154,60
323.56,3153,60
323.6,3135,60
323.64,3155,60
323.68,3146,60
323.72,3108,60
323.76,3111,60
323.8,3087,60
323.84,3125,60
323.88,3092,60
323.92,3124,60
323.96,3081,60
324,3133,60
324.04,3145,60
324.08,3159,60
324.12,3191,60
324.16,3211,60
324.2,3207,60
324.24,3168,60
324.28,3163,60
324.32,3172,60
324.36,3175,60
324.4,3171,60
324.44,3157,60
324.48,3163,60
324.52,3157,60
324.56,3202,60
324.6,3200,60
324.64,3175,60
324.68,3171,60
324.72,3174,60
324.76,3160,60
324.8,3186,60
324.84,3189,60
324.88,3211,60
324.92,3209,60
324.96,3211,60
325,3189,60
325.04,3205,60
325.08,3190,60
325.12,3194,60
325.16,3187,60
325.2,3168,60
325.24,3167,60
325.28,3155,60
325.32,3173,60
325.36,3183,60
325.4,3181,60
325.44,3149,60
325.48,3177,60
325.52,3191,60
325.56,3209,60
325.6,3203,60
325.64,3180,60
325.68,3178,60
325.72,3137,60
325.76,3125,60
325.8,3150,60
325.84,3190,60
325.88,3194,60
325.92,3187,60
325.96,3190,60
326,3155,60
326.04,3154,60
326.08,3142,60
326.12,3174,60
326.16,3121,60
326.2,3107,60
326.24,3123,60
326.28,3124,60
326.32,3146,60
326.36,3151,60
326.4,3192,60
326.44,3209,60
326.48,3214,60
326.52,3186,60
326.56,3192,60
326.6,3209,60
326.64,3233,60
326.68,3227,60
326.72,3252,60
326.76,3222,60
326.8,3210,60
326.84,3194,60
326.88,3207,60
326.92,3197,60
326.96,3135,60
327,3107,60
327.04,3142,60
327.08,3159,60
327.12,3185,60
327.16,3204,60
327.2,3212,60
327.24,3176,60
327.28,3148,60
327.32,3165,60
327.36,3157,60
327.4,3152,60
327.44,3151,60
327.48,3149,60
327.52,3165,60
327.56,3107,60
327.6,3127,60
327.64,3152,60
327.68,3105,60
327.72,3119,60
327.76,3134,60
327.8,3085,60
327.84,3097,60
327.88,3105,60
327.92,3100,60
327.96,3080,60
328,3118,60
328.04,3146,60
328.08,3165,60
328.12,3184,60
328.16,3193,60
328.2,3165,60
328.24,3146,60
328.28,3128,60
328.32,3131,60
328.36,3165,60
328.4,3130,60
328.44,3136,60
328.48,3104,60
328.52,3140,60
328.56,3140,60
328.6,3154,60
328.64,3151,60
328.68,3176,60
328.72,3161,60
328.76,3143,60
328.8,3147,60
328.84,3180,60
328.88,3177,60
328.92,3178,60
328.96,3195,60
329,3180,60
329.04,3175,60
329.08,3155,60
329.12,3171,60
329.16,3176,60
329.2,3171,60
329.24,3184,60
329.28,3188,60
329.32,3183,60
329.36,3196,60
329.4,3222,60
329.44,3194,60
329.48,3109,60
329.52,3096,60
329.56,3117,60
329.6,3139,60
329.64,3170,60
329.68,3178,60
329.72,3191,60
329.76,3215,60
329.8,3239,60
329.84,3209,60
329.88,3229,60
329.92,3235,60
329.96,3203,60
330,3210,60
330.04,3203,60
330.08,3228,60
330.12,3226,60
330.16,3145,60
330.2,3166,60
330.24,3108,60
330.28,3129,60
330.32,3149,60
330.36,3124,60
330.4,3112,60
330.44,3089,60
330.48,3049,60
330.52,3052,60
330.56,3098,60
330.6,3125,60
330.64,3149,60
330.68,3177,60
330.72,3171,60
330.76,3184,60
330.8,3196,60
330.84,3163,60
330.88,3186,60
330.92,3189,60
330.96,3207,60
331,3177,60
331.04,3177,60
331.08,3184,60
331.12,3080,60
331.16,3071,60
331.2,3061,60
331.24,3092,60
331.28,3105,60
331.32,3110,60
331.36,3112,60
331.4,3107,60
331.44,3110,60
331.48,3130,60
331.52,3121,60
331.56,3098,60
331.6,3096,60
331.64,3095,60
331.68,3106,60
331.72,3122,60
331.76,3153,60
331.8,3188,60
331.84,3188,60
331.88,3178,60
331.92,3131,60
331.96,3140,60
332,3148,60
332.04,3088,60
332.08,3060,60
332.12,3061,60
332.16,3109,60
332.2,3100,60
332.24,3096,60
332.28,3129,60
332.32,3126,60
332.36,3119,60
332.4,3136,60
332.44,3138,60
332.48,3094,60
332.52,3059,60
332.56,3102,60
332.6,3141,60
332.64,3112,60
332.68,3132,60
332.72,3075,60
332.76,3083,60
332.8,3060,60
332.84,3009,60
332.88,2989,60
332.92,3033,60
332.96,3064,60
333,3101,60
333.04,3098,60
333.08,3143,60
333.12,3125,60
333.16,3156,60
333.2,3165,60
333.24,3173,60
333.28,3145,60
333.32,3156,60
333.36,3173,60
333.4,3166,60
333.44,3187,60
333.48,3178,60
333.52,3196,60
333.56,3175,60
333.6,3135,60
333.64,3138,60
333.68,3158,60
333.72,3161,60
333.76,3128,60
333.8,3125,60
333.84,3159,60
333.88,3188,60
333.92,3193,60
333.96,3172,60
334,3216,60
334.04,3232,60
334.08,3241,60
334.12,3238,60
334.16,3221,60
334.2,3190,60
334.24,3215,60
334.28,3214,60
334.32,3158,60
334.36,3161,60
334.4,3144,60
334.44,3161,60
334.48,3151,60
334.52,3128,60
334.56,3095,60
334.6,3106,60
334.64,3126,60
334.68,3135,60
334.72,3154,60
334.76,3134,60
334.8,3125,60
334.84,3139,60
334.88,3108,60
334.92,3099,60
334.96,3099,60
335,3097,60
335.04,3081,60
335.08,3067,60
335.12,3075,60
335.16,3059,60
335.2,3039,60
335.24,3089,60
335.28,3103,60
335.32,3111,60
335.36,3090,60
335.4,3087,60
335.44,3057,60
335.48,3074,60
335.52,3081,60
335.56,3065,60
335.6,3085,60
335.64,3015,60
335.68,3040,60
335.72,3063,60
335.76,3108,60
335.8,3110,60
335.84,3127,60
335.88,3093,60
335.92,3099,60
335.96,3076,60
336,3042,60
336.04,3067,60
336.08,3095,60
336.12,3082,60
336.16,3096,60
336.2,3111,60
336.24,3146,60
336.28,3103,60
336.32,3044,60
336.36,3039,60
336.4,3057,60
336.44,3093,60
336.48,3088,60
336.52,3110,60
336.56,3119,60
336.6,3136,60
336.64,3151,60
336.68,3139,60
336.72,3126,60
336.76,3138,60
336.8,3132,60
336.84,3134,60
336.88,3130,60
336.92,3092,60
336.96,3121,60
337,3132,60
337.04,3143,60
337.08,3093,60
337.12,3122,60
337.16,3124,60
337.2,3086,60
337.24,3094,60
337.28,3108,60
337.32,3118,60
337.36,3094,60
337.4,3103,60
337.44,3066,60
337.48,3066,60
337.52,3053,60
337.56,3040,60
337.6,3001,60
337.64,2988,60
337.68,2971,60
337.72,2994,60
337.76,3015,60
337.8,3019,60
337.84,3011,60
337.88,3035,60
337.92,3042,60
337.96,3090,60
338,3064,60
338.04,3039,60
338.08,3031,60
338.12,3012,60
338.16,3054,60
338.2,3080,60
338.24,3075,60
338.28,3097,60
338.32,3083,60
338.36,3111,60
338.4,3090,60
338.44,3103,60
338.48,3121,60
338.52,3133,60
338.56,3157,60
338.6,3147,60
338.64,3119,60
338.68,3161,60
338.72,3178,60
338.76,3166,60
338.8,3185,60
338.84,3127,60
338.88,3125,60
338.92,3151,60
338.96,3152,60
339,3149,60
339.04,3146,60
339.08,3163,60
339.12,3138,60
339.16,3117,60
339.2,3134,60
339.24,3149,60
339.28,3111,60
339.32,3131,60
339.36,3168,60
339.4,3126,60
339.44,3128,60
339.48,3106,60
339.52,3110,60
339.56,3131,60
339.6,3146,60
339.64,3115,60
339.68,3157,60
339.72,3145,60
339.76,3147,60
339.8,3152,60
339.84,3157,60
339.88,3147,60
339.92,3118,60
339.96,3150,60
340,3168,60
340.04,3142,60
340.08,3116,60
340.12,3095,60
340.16,3089,60
340.2,3083,60
340.24,3086,60
340.28,3088,60
340.32,3107,60
340.36,3088,60
340.4,3108,60
340.44,3093,60
340.48,3083,60
340.52,3065,60
340.56,3101,60
340.6,3130,60
340.64,3127,60
340.68,3140,60
340.72,3148,60
340.76,3172,60
340.8,3166,60
340.84,3173,60
340.88,3176,60
340.92,3144,60
340.96,3134,60
341,3141,60
341.04,3167,60
341.08,3145,60
341.12,3070,60
341.16,3038,60
341.2,3019,60
341.24,3034,60
341.28,3045,60
341.32,3083,60
341.36,3113,60
341.4,3047,60
341.44,3064,60
341.48,3062,60
341.52,3079,60
341.56,3044,60
341.6,3029,60
341.64,3067,60
341.68,3075,60
341.72,3055,60
341.76,3013,60
341.8,3009,60
341.84,3014,60
341.88,2997,60
341.92,2968,60
341.96,3020,60
342,3033,60
342.04,3077,60
342.08,3122,60
342.12,3108,60
342.16,3101,60
342.2,3109,60
342.24,3093,60
342.28,3116,60
342.32,3056,60
342.36,3076,60
342.4,3031,60
342.44,3004,60
342.48,2960,60
342.52,2997,60
342.56,3029,60
342.6,3026,60
342.64,3028,60
342.68,3012,60
342.72,3058,60
342.76,3093,60
342.8,3104,60
342.84,3099,60
342.88,3100,60
342.92,3119,60
342.96,3077,60
343,3088,60
343.04,3115,60
343.08,3125,60
343.12,3095,60
343.16,3146,60
343.2,3185,60
343.24,3138,60
343.28,3144,60
343.32,3173,60
343.36,3199,60
343.4,3205,60
343.44,3217,60
343.48,3206,60
343.52,3206,60
343.56,3202,60
343.6,3197,60
343.64,3185,60
343.68,3179,60
343.72,3202,60
343.76,3179,60
343.8,3154,60
343.84,3146,60
343.88,3152,60
343.92,3141,60
343.96,3144,60
344,3114,60
344.04,3141,60
344.08,3164,60
344.12,3161,60
344.16,3171,60
344.2,3214,60
